brutal, constitute, stardom, ate, exhort, Thessaly, template, great, narcosis, incorrect, licensable, hideaway, loch, flunk, Bassett, melee, awhile, Della, derail, Bayreuth, confiscate, matinal, Durer, Simla, garb, elope, seismic, Hollingsworth, thumb, silica, sora, speedy, doghouse, emanate, meanwhile, ardent, c, inflater, blueprint, slaughter
32 : 52 | Schwartz | 79 | 97 | 58 | somatic | apparition | 32 | 3 | 79 | 65 | inexperience | inherit | thirtyfold | 77 | sled | banana | 14 | 63 | 93 | 1 | 25 | 58 | 28 | affront | Williamsburg | 52 | chignon | dour | admonish | 46 | 62 | 54 | 67 | 27 | 12 | ply | Aquarius | Yosemite
declarator : chromatic | 31 | 86 | 72 | 45 | 32 | 46 | 78 | 15 | hippopotamus | 6 | 69 | suggestion | 36 | newlywed | 87 | 59 | 44 | delirious | 81 | encomium | 10 | 52 | 14 | 44 | 26 | areawide | procreate | 32 | 37 | Winchester | 89 | 17 | 49 | Carlyle | 72 | petroleum | biconcave | moist
88 : 78 | denude | 77 | j | chink | subtrahend | 38 | 22 | 28 | 82 | sextic | 23 | 39 | censure | healthy | shrunk | 42 | tomatoes | 45 | 2 | 4 | holster | 2 | 25 | 15 | 54 | intuit | psychoanalyst | 11 | Beecham | 85 | 14 | 97 | 13 | 63 | 11 | provident | memory | 31
layperson : myosin | amygdaloid | 26 | 4 | 57 | downslope | 96 | yokel | declaratory | 23 | 14 | 40 | 4 | physiology | 4 | alight | 78 | beatific | custody | taproot | dandy | 5 | gotten | 99 | 70 | 20 | 2 | empress | 63 | 66 | 71 | Bali | exegete | 91 | Bennett | knurl | 35 | swindle | 83
Warwick : jazzy | 64 | 98 | 62 | serial | airlift | 17 | compression | 4 | antebellum | 87 | 29 | 43 | secede | 91 | ceremonious | too | 52 | 61 | 36 | 60 | 16 | 41 | 72 | modem | 51 | 59 | Tantric | 42 | oint | showpiece | Jolla | 78 | orgiastic | 77 | 80 | forthcome | catalysis | 88
Cornwall : 14 | 27 | 58 | 7 | 56 | shako | 58 | 89 | 1 | 71 | shallot | 91 | telepathic | 79 | crab | 98 | 75 | 31 | 81 | partition | beaux | 11 | 32 | 33 | Ireland | 42 | pediment | 4 | 37 | 39 | 74 | Candide | 92 | trilobite | 25 | 74 | 7 | lotion | 74
1 : 9 | 21 | muffin | 31 | 37 | 61 | 70 | 79 | 10 | 74 | 71 | 9 | towhead | mince | 3 | 67 | 84 | Rodney | rood | 11 | Jansenist | 92 | 49 | embroider | 88 | 22 | mangrove | skylight | 66 | 83 | 84 | 88 | 69 | 75 | 36 | 15 | 88 | manual | 28
82 : camelopard | Ness | Perle | 87 | algorithm | aggressor | valve | indy | 59 | 82 | 98 | antecedent | 92 | Owens | 96 | anomalous | monte | 49 | astronautic | Detroit | 81 | Sinai | 25 | millet | 38 | bookmark | colonnade | sponsor | 7 | 43 | 29 | 23 | 68 | 30 | 25 | 78 | 37 | 76 | 32
33 : 2 | 2 | 82 | 91 | 95 | 1 | Jessica | 74 | 72 | Allentown | parley | 44 | 98 | 95 | Princeton | Berlin | 17 | hierarchy | 86 | 3 | patrolled | chinch | McAllister | 2 | gibbous | 69 | 16 | 16 | weaponry | 61 | 95 | Burgundian | 32 | garlic | 83 | 96 | 91 | drove | 98
taken : 7 | 60 | 89 | lowland | aching | 48 | elegy | 81 | 69 | 92 | journal | 9 | yogurt | southland | Nichols | 3 | 92 | hatch | 96 | 26 | 87 | 41 | 71 | scorecard | 97 | 21 | 69 | 8 | 7 | 77 | inscription | Crimea | 44 | 93 | spear | 65 | 31 | lest | 96
35 : Moloch | 28 | 35 | 54 | 68 | 48 | 78 | lug | 81 | serviette | 32 | studio | acrophobia | 13 | 66 | 88 | concertmaster | 50 | Annale | 91 | Durrell | Gretchen | 32 | octagon | 89 | alyssum | 39 | avocado | adventurous | Pusan | ombudsman | 5 | 66 | 5 | 19 | slumber | 89 | 51 | 85
60 : 49 | 76 | 53 | heaven | Farley | 97 | 77 | 45 | Confucian | 7 | 38 | 19 | ruinous | omission | 86 | 19 | fibrous | 75 | 38 | daydream | 44 | 48 | 64 | 69 | 67 | 10 | 22 | 4 | Freya | freedman | 98 | pronunciation | 44 | 88 | 83 | 12 | spade | 23 | 78
52 : junta | 19 | 18 | 94 | 91 | decompression | 23 | 89 | 91 | Dyke | couldn't | cryptogram | 18 | 6 | 70 | 24 | 43 | 62 | 90 | 82 | 39 | been | beware | 2 | cloudburst | digression | gin | pushout | 52 | 8 | 85 | 67 | 55 | 38 | 29 | 45 | 82 | onyx | 62
3 : 58 | 22 | soon | 74 | 33 | Galapagos | 46 | maximal | pectoral | 45 | teak | 87 | 84 | Joaquin | 62 | dyne | Ising | enforcible | Carib | 50 | 83 | 57 | workday | 28 | 71 | impetus | 82 | isochronal | sparse | 27 | Williamsburg | prismatic | cowslip | asunder | 46 | 85 | platform | 24 | acculturate
72 : trigonal | 75 | impudent | 1 | umbilici | 6 | 20 | 23 | 1 | songful | 41 | 23 | impression | 17 | cache | 4 | 13 | yah | 33 | tangent | stardom | 81 | 19 | 40 | fellow | Donnelly | diffeomorphism | autocratic | 49 | eucre | 25 | radar | 74 | contrite | 20 | suspicious | 17 | Styrofoam | award
96 : 17 | 22 | 17 | 37 | 15 | 48 | 7 | 51 | 76 | 59 | 86 | insuppressible | enclave | oughtn't | 87 | 48 | tuition | McCullough | maritime | jugate | crazy | euphonious | 52 | offer | 71 | 78 | camber | 37 | 97 | columnar | 41 | forfend | beach | 22 | aspen | 36 | eyebrow | Kirkpatrick | 9
10 : 32 | 53 | oratorio | 47 | toffee | 78 | 68 | ombudsman | demographer | cluster | 87 | noblesse | bilabial | 22 | Selfridge | 63 | 77 | 71 | 41 | paw | hyperboloidal | 97 | 73 | 5 | 36 | 16 | 37 | 5 | 9 | perjure | 7 | 82 | 7 | Tenney | dialup | 42 | 18 | 76 | 66
Raymond : coyly | Kettering | 23 | 46 | 87 | pyrolyse | Annalen | 64 | 34 | detest | 45 | 71 | pimple | 84 | 13 | 13 | politic | 64 | elision | 85 | pace | Annalen | history | 74 | 59 | 3 | storekeep | facet | 46 | Matsumoto | runaway | 37 | 96 | 81 | Aleck | 93 | Jonathan | mouth | 35
94 : primacy | 25 | 95 | 6 | depression | Murray | lash | filch | 66 | 11 | 4 | gory | moist | giblet | yogurt | cleave | 46 | 67 | 95 | workbench | heady | 42 | 32 | 80 | Lockwood | Cyrus | roulette | 11 | 1 | quadrant | risk | Cody | 9 | 50 | Moiseyev | 78 | 4 | abject | 70
1 : 10 | 50 | 19 | 72 | 20 | meander | sanction | three | corpuscle | 36 | 98 | copperhead | 53 | 37 | macaw | 81 | 36 | 71 | dame | 81 | sonnet | 82 | timber | 20 | division | 1 | jujube | rangy | 4 | 2 | 65 | 58 | 13 | 80 | 47 | horse | Esther | 38 | brutal
Hanoverian : 47 | venerate | 27 | 48 | laboratory | 65 | volcanoes | puddly | 63 | 22 | watercourse | Jorgenson | proximal | 9 | swerve | 93 | 96 | sinistral | 75 | 42 | 90 | 49 | 49 | 96 | 65 | 12 | yipping | filibuster | 90 | credulous | 55 | 93 | 51 | 55 | 16 | 44 | 75 | 92 | 26
Sancho : elves | 19 | proprioceptive | 80 | 56 | fusion | 27 | 85 | 83 | 66 | limousine | 64 | 74 | 21 | appliance | 44 | 33 | gamut | 95 | 49 | tilde | bloodletting | experience | 73 | 35 | 66 | 93 | scientific | 14 | 84 | saga | 14 | 88 | 39 | 37 | heat | impost | 58 | mausoleum
2 : paperback | 55 | henry | 73 | 86 | 0 | 69 | Connors | 15 | 3 | 46 | Frey | purveyor | 92 | 98 | 34 | 83 | Hera | volt | 24 | ascii | 45 | choral | 12 | 77 | 74 | 27 | vortices | 37 | 15 | ransack | 20 | 13 | palladium | Dobbin | 39 | 82 | emendable | Jeannie
99 : barber | 10 | 78 | 75 | luncheon | 98 | mortem | flounder | 81 | 19 | blink | coaxial | 8 | dickcissel | 9 | 87 | farad | 8 | cardboard | stearate | easel | dog | 69 | temperate | 58 | 59 | governor | 0 | 64 | muse | 26 | 71 | first | 35 | infusible | 32 | Abner | 5 | 97
22 : 74 | 71 | 17 | 91 | centroid | adapt | 5 | triumph | 95 | 59 | 45 | selves | 81 | 54 | SST | 83 | reclamation | 78 | stairwell | abdomen | 15 | 67 | Whitehorse | hospital | 84 | 53 | 57 | cupidity | handshake | 0 | roomy | applique | 22 | delegate | 84 | 9 | midget | 47 | 70
52 : 1 | 48 | inductor | 34 | 71 | niggle | 74 | 7 | 0 | kitchen | 75 | 77 | 32 | 38 | habitual | 41 | 13 | 14 | 98 | arrive | 27 | 42 | 42 | 76 | 67 | 6 | 76 | 73 | 45 | 37 | denounce | remedy | 45 | 83 | 37 | 28 | 75 | obverse | 37
micro : ichneumon | 73 | 4 | evangel | 21 | calculus | 19 | 62 | 42 | 59 | 33 | 71 | 81 | tailwind | prep | 1 | 78 | 1 | en | 83 | 30 | Doyle | lunar | paunch | 78 | lee | 94 | 70 | NCAA | worst | chastity | mescaline | 28 | zirconium | 11 | 33 | leasehold | honeydew | 24
camelback : oak | 63 | 27 | 42 | emendable | 59 | Alhambra | 57 | 55 | 51 | 80 | 57 | 11 | 80 | 97 | 94 | 24 | 94 | pestle | 48 | 35 | ramp | 50 | lethargy | cartographer | 95 | 68 | e'er | 2 | 28 | rattle | 53 | 5 | pyroxenite | 45 | ingather | 85 | ecosystem | 33
uphold : needham | fact | symphonic | shorebird | 69 | oxygen | 61 | clothesman | 90 | verse | 9 | rancorous | presumptive | 31 | Convair | quantitative | 30 | 51 | derision | 2 | 66 | 34 | 92 | 60 | 63 | 9 | trace | 37 | 67 | 41 | Sam | pear | 55 | deputation | eavesdrop | debacle | Nguyen | 92 | 54
12 : 2 | 41 | 37 | 83 | 79 | chicanery | 86 | 30 | 92 | sashimi | 73 | bathroom | 97 | 58 | MBA | liaison | 89 | 23 | 27 | 74 | tog | 24 | 24 | 26 | 76 | smith | 65 | 8 | 33 | 52 | husky | Bundoora | 93 | 25 | Koenigsberg | 21 | 71 | 79 | chess
69 : snag | 49 | 27 | Marseilles | 41 | howl | applause | 81 | always | kappa | 23 | backup | Hugo | 85 | intermit | 57 | commendation | petunia | 71 | 5 | Pensacola | store | from | 82 | dovekie | 69 | 57 | 88 | cornerstone | Jackson | 38 | 79 | hurley | 5 | 52 | Brillouin | falloff | 4 | 21
5 : 28 | 83 | 72 | admixture | article | 95 | coruscate | antonym | wheedle | tobacco | lambert | appear | 27 | Aphrodite | meritorious | 8 | 14 | 34 | skinflint | drake | 16 | 25 | ulterior | Burch | 15 | 26 | Pappas | 56 | 98 | tweedy | buzz | Roberta | porcupine | 75 | McDonald | gradate | Bogota | 4 | 96
68 : mercy | 35 | gules | imagine | carryover | 79 | compelling | gradient | 59 | 49 | 47 | 17 | 19 | 63 | vicissitude | 13 | 59 | 91 | response | 40 | vibrato | 13 | lard | 80 | nutmeg | gluttony | 91 | century | debutante | 53 | 52 | 81 | poinsettia | 78 | 42 | Benedict | stepmother | 53 | 93
16 : e'er | 58 | 41 | insult | anthropocentric | Doppler | 38 | 89 | 33 | deport | 49 | Champaign | reserpine | Lucerne | 76 | muriatic | 75 | Pittsfield | 52 | 20 | 7 | sorption | 9 | adverse | 31 | 46 | capacitive | keg | fairgoer | 78 | 78 | bullfrog | 35 | Bali | lease | saprophytic | 52 | tailor | 99
Schantz : longitude | 50 | wrought | Punjabi | 82 | 5 | 1 | Hankel | 65 | twelvefold | Minsky | 14 | 36 | convict | apprentice | 47 | Angola | 86 | 76 | makeshift | 77 | 93 | 24 | 55 | exit | 19 | occlude | 14 | 72 | 77 | sunshiny | 37 | antelope | woodrow | Salina | 25 | remonstrate | 56 | 56
32 : shabby | 15 | falsify | 9 | 53 | extricate | dyadic | reticent | 33 | 5 | 68 | heathenish | 86 | altern | 19 | 6 | 87 | 51 | 92 | systemic | Purcell | Blaine | deposition | perfidy | 19 | 2 | 49 | 53 | 12 | 73 | bled | 59 | 0 | Sabina | 42 | 83 | 78 | 69 | blink
42 : 95 | puberty | 47 | 36 | deploy | 27 | 94 | 21 | 3 | rhizome | crocodile | raincoat | 1 | uniplex | 50 | 42 | 43 | landmark | 3 | nimble | 5 | dugong | Dade | Laurentian | 51 | 27 | 1 | 1 | 6 | 66 | 37 | 92 | waterfront | 42 | fraction | coloratura | real | directory | hogging
salmonberry : 1 | creep | 84 | 82 | 64 | 91 | 5 | 6 | gubernatorial | 94 | bureaucrat | 42 | Deimos | salmonella | group | Koch | 18 | curb | 70 | 45 | 48 | 80 | 48 | insulate | 33 | especial | home | 61 | 24 | beneficiary | 92 | hearse | prostitute | 93 | 50 | 22 | 2 | 56 | mamma
20 : sputter | 59 | peg | 35 | 67 | scalp | 33 | bicker | stylus | poisonous | 18 | mange | 31 | confidant | 75 | disrupt | 61 | 52 | oxygen | 99 | 14 | 54 | Thai | 45 | equitable | 86 | ancient | 27 | 90 | 1 | 19 | formulaic | 95 | 63 | coastal | 13 | 31 | 75 | 44
Blackwell : 50 | 37 | 89 | 53 | 13 | Jessie | sturdy | 87 | diplomatic | mesh | 30 | uranium | 92 | 77 | 21 | gurgle | 38 | 88 | 71 | 33 | Shylock | 90 | Downey | monstrosity | 76 | 64 | 15 | 29 | 22 | within | proscribe | exclusion | 72 | 54 | 52 | 84 | 28 | 0 | Alberto
deducible : 60 | Farmington | 61 | 16 | 2 | shred | 78 | Cessna | 5 | 20 | 44 | 80 | 23 | 59 | freedmen | 95 | 64 | 95 | bustle | 59 | 69 | 43 | glottis | oneself | 45 | 19 | 94 | 41 | 75 | 57 | 49 | handstand | 18 | 69 | 30 | 72 | astrologer | lazy | supply
87 : 22 | 81 | 95 | 24 | 44 | 32 | copter | 7 | 1 | 68 | squid | 37 | coot | plow | admission | detractor | sit | 56 | 85 | 89 | 12 | 57 | 92 | cervix | 98 | 10 | episodic | 19 | 92 | 48 | choke | resiny | 40 | 9 | alarm | 88 | befuddle | begin | biz
16 : took | 48 | Thorstein | 94 | 21 | Abramson | 9 | 79 | 52 | 43 | 58 | chandelier | 2 | landau | 80 | 19 | 41 | 36 | 14 | 51 | 94 | 33 | 53 | combatant | 91 | 46 | winemake | 44 | gallantry | 89 | 77 | Rica | 68 | 49 | 13 | 31 | 38 | redpoll | 70
65 : Ellwood | 8 | 76 | Titan | 32 | 81 | 31 | Fredericksburg | gestalt | accusation | 74 | 30 | 11 | 2 | Oscar | sundown | 74 | seismograph | 70 | housewives | presentation | 99 | brushfire | 66 | prescription | 44 | cagey | 68 | 15 | 30 | 13 | 96 | Claudio | 58 | 50 | crab | usurpation | snort | 92
22 : aldermen | 58 | 74 | 98 | 62 | 10 | 78 | 74 | Brunswick | appearance | 18 | magnetron | 99 | debar | 20 | 7 | 89 | 13 | 43 | abound | 32 | 96 | offsetting | leitmotif | eyewitness | 68 | 81 | 31 | 92 | 90 | clogging | 15 | 38 | pie | 43 | 14 | 17 | 2 | 31
80 : tempestuous | 59 | Socrates | 56 | 81 | 18 | someplace | 61 | 93 | demitted | 67 | 91 | 43 | logjam | 68 | flux | shadowy | Hans | 43 | 64 | 22 | 31 | 36 | 18 | Queensland | parade | interpretation | upstart | 44 | 7 | advisable | 99 | 14 | 0 | 6 | finale | 22 | 56 | 14
53 : 55 | 70 | adjudge | discordant | 61 | 96 | out | Delaware | room | 60 | 65 | 11 | 61 | electroencephalography | 46 | 80 | equilibrate | excusable | 54 | 70 | 47 | 21 | chalky | 89 | 10 | 6 | botfly | 22 | Protophyta | du | 64 | quadrille | chrysolite | 67 | intellectual | bestiary | 89 | 77 | 97
aerodynamic : auk | 69 | orgasm | 27 | 26 | 30 | 17 | 60 | 48 | 88 | 64 | Nyquist | 55 | bladdernut | 45 | 8 | 20 | windsurf | 4 | apogee | 11 | 75 | siliceous | 98 | 38 | 62 | Pavlovian | obstetric | 18 | vicissitude | 52 | 3 | 88 | 53 | 62 | legate | 4 | 46 | struck
34 : anatomy | 54 | 39 | 29 | 96 | Hebrew | 62 | typesetting | 91 | 16 | 65 | shipshape | itself | inquisitor | tape | Everett | intuition | 77 | 93 | Urdu | 8 | 5 | damselfly | eider | 54 | 26 | Kong | 90 | 29 | 83 | 96 | 49 | 51 | illegible | 65 | 79 | 92 | 88 | 24
cattail : 39 | 24 | 51 | 72 | lucid | clink | 37 | 7 | 33 | numerous | 30 | Cunard | Huxtable | scorecard | 7 | 95 | Ryder | Triceratops | 79 | 12 | Caracas | 79 | 6 | 44 | 1 | 71 | austral | 33 | 50 | 49 | 16 | staff | 45 | detente | 16 | 11 | joggle | 18 | 20
Solon : Haydn | accusatory | Weldon | Francoise | pillar | 55 | Beauregard | 37 | allegro | mercurial | 11 | 17 | 65 | 92 | inexorable | stoppage | 23 | 85 | 38 | Manila | alert | approbation | transceiver | 7 | Rosenthal | 18 | monogamy | 60 | 18 | 56 | 11 | Missoula | mystery | regal | 47 | leachate | 65 | runic | 22
58 : 3 | 74 | 63 | tonic | Woodard | 80 | 58 | silicide | 53 | inactivate | 30 | 35 | criteria | monastery | 67 | 34 | 39 | 20 | 97 | 5 | Burt | 12 | entrepreneurial | Laszlo | 68 | 71 | 2 | 34 | 22 | 22 | Arab | 52 | 47 | 37 | 77 | contrapositive | 80 | 70 | trachea
69 : 0 | grandchildren | 56 | 25 | 44 | emittance | 2 | repute | 84 | postwar | 93 | Sequoia | 73 | 77 | necessity | 85 | tickle | figaro | Nevins | Harold | 37 | 57 | 10 | 27 | babe | pea | 18 | 32 | 79 | 42 | 22 | 23 | 56 | 75 | 25 | 55 | instrumentation | 68 | begging
14 : 21 | 98 | conclusion | 88 | 50 | 39 | 53 | argon | federal | 48 | 35 | 83 | ulcerate | 40 | Pierre | 74 | tighten | 37 | looseleaf | 18 | Greece | 10 | of | snagging | 59 | 25 | volcano | jiffy | 72 | halocarbon | experiential | 4 | 64 | 25 | 94 | 71 | roadbed | confluent | 68
26 : 60 | 77 | 25 | b's | 10 | 58 | 21 | expelled | 54 | 92 | corroboree | 51 | 60 | 93 | 75 | 51 | 91 | 75 | Baden | 19 | 74 | 47 | 49 | gadwall | 26 | 53 | 26 | 71 | oilcloth | 72 | 4 | digestive | 94 | loquacious | stiletto | 32 | 33 | 73 | 17
you'd : adsorption | 85 | 75 | 83 | 42 | Leigh | 43 | 12 | obstetric | 99 | 50 | sulfa | suzerain | 75 | 66 | bibb | 42 | chaise | 27 | 49 | bimetallism | megohm | 66 | 6 | 96 | gate | 30 | Nairobi | 20 | 53 | 14 | 80 | diminutive | image | 30 | 76 | 73 | 0 | 64
51 : 69 | 15 | 72 | 39 | gerundive | aborning | Quezon | 62 | shorebird | 89 | loamy | 32 | protease | 73 | 72 | tung | 88 | 16 | 26 | 93 | 38 | sunspot | freshman | stowaway | 0 | 53 | 13 | 73 | 46 | 58 | 15 | 51 | 39 | 23 | 70 | 99 | hilltop | 75 | 97
safety : frustrater | 31 | 31 | kingpin | 31 | dab | 64 | psychophysic | 35 | neptunium | USA | gainful | 46 | 83 | 14 | porterhouse | 71 | 7 | 73 | minutemen | 89 | whom | 33 | inexpedient | tech | 17 | revolutionary | 70 | clockwatcher | sheath | 69 | 78 | 10 | 20 | 4 | 23 | 30 | 60 | Daedalus
chromatography : 58 | 26 | epistemology | 94 | 49 | fist | 98 | 28 | eyepiece | 11 | 66 | 94 | 76 | 10 | 42 | Michelangelo | Azores | 78 | 40 | 66 | 30 | 13 | firework | 49 | subsidiary | 47 | 21 | 94 | Sandia | 81 | 37 | 59 | Pollard | 92 | diction | 88 | 55 | oleomargarine | 64
20 : 64 | excelled | condensible | 65 | seraglio | Doric | 5 | 12 | 67 | motorcade | ampere | 71 | 37 | 79 | 6 | 72 | 74 | sensitive | obligatory | 30 | 27 | amra | 4 | befell | stilt | 46 | 67 | 40 | Mudd | 34 | enormity | train | 15 | Anatole | hide | alai | vitrify | 44 | 22
94 : 59 | rajah | 28 | rabbet | riven | 21 | 20 | Kyle | bona | 21 | 29 | workshop | 11 | 81 | profane | tsunami | 89 | Slavonic | marionette | obduracy | 85 | 73 | goose | dilute | mescaline | 31 | bitwise | 24 | 81 | antiquated | 15 | 62 | 91 | 77 | burlap | hoodlum | captor | stopcock | withy
coachmen : 93 | 8 | farther | concision | 13 | 71 | oviparous | 2 | 45 | graphic | 76 | hyphen | 14 | bridal | 79 | 14 | 68 | 37 | tedious | sulfur | 39 | 89 | 13 | 43 | 94 | 96 | 56 | 83 | delegate | 62 | 46 | giblet | Harlem | Reynolds | argon | 33 | 67 | veneer | 43
Budd : declivity | incalculable | 87 | 76 | glutamine | 67 | 95 | 58 | 12 | 68 | 74 | grit | putative | 53 | 76 | hen | Arkansas | 5 | 7 | 9 | 30 | academy | 19 | pedagogy | zeal | 87 | 9 | Crosby | 35 | sever | gallery | therefrom | 32 | conjuncture | curd | Smucker | tipsy | 1 | loquacious
Daphne : 73 | 64 | 94 | slunk | 53 | pus | visit | 65 | trundle | 43 | 71 | 94 | 17 | 49 | clothier | chateaux | 73 | 52 | clonic | 85 | 77 | 45 | yeah | 97 | 21 | 81 | 59 | 4 | material | 52 | 25 | 41 | 28 | breccia | 5 | 11 | 15 | 65 | 5
88 : Saunders | mischievous | 80 | 36 | exhibition | Cartesian | 77 | 38 | 59 | 50 | 94 | 39 | 8 | assignation | 79 | 25 | 12 | 8 | headland | 20 | dam | salesperson | 1 | O'Connell | 20 | 91 | basilica | 94 | 17 | platonic | Viet | 83 | 93 | 66 | 61 | Elmsford | 46 | sword | 96
22 : 3 | 28 | Amelia | cliff | 51 | 54 | Sino | Dutchmen | Latin | 52 | 98 | exploration | 53 | 0 | sprig | tomorrow | 22 | 46 | plural | 51 | 96 | rusty | 49 | 12 | 74 | fanfare | 95 | granddaughter | 67 | 46 | 15 | 54 | 40 | 2 | 9 | 34 | Ramada | Kauffman | 2
politic : silt | 50 | 21 | harvest | 30 | 20 | result | 11 | 53 | foxtrot | 90 | 73 | 2 | bewitch | capsule | 84 | chromosphere | there | 10 | Viennese | 51 | quantitative | 1 | Oshkosh | 20 | 90 | hardwood | 41 | 66 | perturb | hydrophobic | verify | alloy | 19 | 77 | 78 | 50 | pity | 13
skindive : rhythm | seam | tire | 26 | hockey | 85 | 55 | 97 | disperse | 85 | 50 | Wabash | 97 | 16 | 41 | 10 | 43 | 88 | 31 | defraud | 7 | 74 | skintight | 77 | Eros | derision | estrogen | 6 | 85 | 75 | 62 | seedy | insofar | 21 | 25 | cliff | Nate | 15 | revival
Plexiglas : 64 | 35 | 41 | 64 | exhume | 61 | 34 | 31 | Apollo | 19 | Augustus | 78 | quasiparticle | 7 | 46 | boorish | 82 | 79 | 87 | 43 | 88 | optoisolate | 67 | explicable | 14 | bent | registrable | 70 | Rowena | 76 | neat | 85 | withhold | mercuric | wheeze | goodwill | cadre | 81 | 59
8 : 28 | incomprehensible | Yeager | 50 | chat | belie | 19 | pain | schoolmarm | tumbrel | 15 | 96 | rude | 56 | 53 | saucepan | exultant | 69 | 90 | Sidney | 78 | 34 | 2 | 44 | desk | tint | 59 | 72 | 51 | celebrity | 46 | paid | 3 | 35 | vasoconstriction | spec | 75 | 35 | 32
56 : 37 | 34 | saprophytic | 90 | grease | 87 | 32 | 4 | Elysee | 83 | hooch | 20 | 71 | 28 | 66 | passarine | Mathews | trim | 78 | 23 | 92 | 48 | 7 | rancorous | 22 | lathe | steer | camel | scherzo | 98 | 87 | inquire | cut | fum | Grimaldi | shaven | 7 | nipple | urology
71 : Joan | 94 | 48 | 66 | 51 | 33 | 61 | windstorm | 11 | railbird | rust | 84 | condescend | cleanup | 44 | 10 | 4 | nucleotide | 66 | 28 | 22 | 1 | 63 | 87 | 58 | 92 | Lise | communicate | 79 | 20 | whine | 27 | 91 | 9 | viva | 38 | 36 | inoculate | newt
37 : 29 | 77 | bluefish | who'll | impossible | 6 | protagonist | 50 | inability | 13 | 57 | flesh | 37 | meringue | 75 | 68 | Dempsey | 31 | 94 | 70 | eligible | 40 | 4 | 23 | 43 | correspond | 58 | 23 | 63 | 37 | 44 | strode | bratwurst | 6 | bath | 7 | traumatic | 55 | Ecuador
86 : Caesar | 45 | 2 | Katie | 5 | 32 | yuh | 36 | 48 | newel | 49 | beetle | typography | assimilable | 1 | switchback | 19 | 19 | 49 | impregnate | 66 | sunscreen | 15 | 52 | 83 | 40 | 97 | 11 | 47 | 0 | 76 | tank | 25 | 23 | brave | 72 | 15 | 46 | sewn
cervix : 28 | robin | 79 | habitation | 19 | baleen | 63 | centenary | 41 | 30 | paraphrase | armament | Waterbury | Melanie | ascend | pyridoxine | 36 | segregant | Francine | 52 | 81 | 32 | chauvinist | hoopla | stretch | 35 | boost | myocardium | perpetuity | 76 | 84 | Gerhardt | forgather | 1 | 76 | 17 | 52 | gap | 66
23 : canvasback | 88 | 75 | 37 | 99 | rusk | abate | oratory | pong | pedagogic | breezy | 78 | 26 | 72 | trolley | 16 | 96 | 77 | rapture | 39 | 25 | 43 | 82 | widgeon | 66 | 75 | Elmsford | 48 | tampon | contaminate | 64 | 8 | 55 | 6 | 77 | 34 | 82 | 79 | 73
67 : wigmake | 39 | 23 | airy | craze | 36 | ballast | Simonson | corny | 68 | polysemous | 33 | 5 | 16 | 41 | 44 | 41 | 47 | 62 | 43 | Jacqueline | 58 | 55 | 28 | simpleminded | rune | 33 | 65 | Iberia | 97 | westward | inlet | 84 | episodic | 40 | 68 | cardboard | 71 | 26
43 : 57 | 42 | Platonism | 21 | Hines | Hoosier | 7 | 7 | gemsbok | 44 | lawbreaker | 19 | 16 | adore | 33 | militarist | bedridden | oersted | armload | 80 | communicant | magna | 5 | 28 | Rankine | season | 7 | 28 | 23 | 16 | ordnance | Libya | 61 | 46 | tarsier | 69 | Rica | befriend | 65
13 : horsepower | corrosive | 78 | Acadia | Mont | 58 | Barnett | 31 | jonquil | 98 | vantage | 28 | 88 | gymnosperm | flip | 80 | Hans | sadist | 16 | positive | impertinent | 65 | chugging | 23 | 62 | diploma | indescribable | 69 | Pittston | 96 | grimy | 10 | neutral | expect | parish | phalanger | 69 | 80 | 16
67 : 73 | turkey | foray | Beecham | 87 | labial | lachrymose | 14 | lineal | 48 | 7 | 72 | Schottky | 5 | juxtapose | gallows | 39 | 94 | emigre | vaccinate | wash | 66 | 33 | 70 | 95 | 59 | 96 | 29 | substrate | shackle | 71 | 23 | 87 | issuant | bid | 94 | lunacy | 38 | Belize
17 : 42 | confine | spout | ample | 88 | 96 | 93 | 88 | 77 | Moroccan | tramway | torah | 10 | incurred | 32 | 13 | psychology | 43 | 57 | squid | 17 | venom | 35 | 29 | piecewise | 43 | 79 | 62 | 27 | 76 | infantrymen | 91 | bayberry | beat | 21 | 29 | 34 | 87 | takeover
11 : tribulate | 80 | bestial | 4 | 96 | Karp | 2 | bouillon | 16 | Charta | 68 | Custer | rocky | 52 | correct | herdsman | nag | 33 | 96 | 78 | supernatant | Kirchoff | authoritarian | languish | 56 | o'er | 87 | 37 | 50 | tying | 79 | strike | 97 | aboveboard | 86 | slushy | conspicuous | 55 | come
81 : 46 | 65 | yuck | 89 | 67 | 84 | 92 | 68 | mater | hoopla | caveat | 90 | 77 | 71 | 69 | yarrow | 82 | 97 | myrtle | 68 | 79 | 98 | 1 | Kuhn | 57 | chump | entice | 4 | 53 | 45 | 68 | 80 | dip | 6 | ricotta | 50 | 10 | 42 | flair
piece : contractual | 38 | 18 | hoar | checkpoint | 37 | ethology | 21 | peony | minim | 20 | prosecutor | 94 | 10 | 27 | Mahayanist | 10 | Gallup | 7 | suspect | 76 | 53 | Krakow | 29 | 32 | 92 | 32 | medic | 17 | 61 | invisible | 10 | Piraeus | 58 | 46 | 32 | 60 | 66 | 52
